Row ID,Order Date,State,Category,Sub-Category,Product Name,Sales
2618,01/04/2018,California,Office Supplies,Binders,Fellowes Binding Cases,121.68
2619,22/12/2018,New Mexico,Office Supplies,Art,Design Ebony Sketching Pencil,4.17
2620,22/12/2018,New Mexico,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04
2621,22/12/2018,New Mexico,Office Supplies,Storage,Eldon Simplefile Box Office,37.32
2622,22/12/2018,New Mexico,Office Supplies,Labels,Avery 517,18.45
2623,03/12/2015,Missouri,Office Supplies,Paper,Xerox 214,25.92
2624,22/10/2018,New York,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968
2625,22/10/2018,New York,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6
2626,22/10/2018,New York,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9
2627,22/10/2018,New York,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99
2628,13/11/2018,Ohio,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864
2629,13/11/2018,Ohio,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995
2630,13/11/2018,Ohio,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22
2631,10/09/2016,Oklahoma,Office Supplies,Paper,Xerox 1952,14.94
2632,15/05/2018,Washington,Furniture,Furnishings,24-Hour Round Wall Clock,39.96
2633,15/05/2018,Washington,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624
2634,15/05/2018,Washington,Furniture,Chairs,SAFCO Arco Folding Chair,220.96
2635,05/07/2016,North Carolina,Furniture,Furnishings,Stackable Trays,4.928
2636,05/07/2016,North Carolina,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
2637,15/08/2016,California,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
2638,12/06/2018,New York,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04
2639,12/06/2018,New York,Office Supplies,Binders,Angle-D Ring Binders,13.128
2640,12/06/2018,New York,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14
2641,12/06/2018,New York,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24
2642,20/02/2016,Arkansas,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99
2643,29/12/2017,Illinois,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048
2644,17/04/2017,North Carolina,Technology,Phones,Motorola L804,36.792
2645,17/04/2017,North Carolina,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624
2646,07/09/2015,Oklahoma,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69
2647,07/09/2015,Oklahoma,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81
2648,07/09/2015,Oklahoma,Office Supplies,Paper,Xerox 2000,12.96
2649,07/09/2015,Oklahoma,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2650,07/09/2015,Oklahoma,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
2651,26/09/2017,California,Furniture,Bookcases,Bestar Classic Bookcase,424.9575
2652,17/09/2018,Utah,Office Supplies,Binders,Avery Non-Stick Binders,10.776
2653,17/09/2018,Utah,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
2654,17/09/2018,Utah,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
2655,17/09/2018,Utah,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
2656,17/09/2018,Utah,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
2657,17/09/2018,Utah,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
2658,17/09/2018,Utah,Office Supplies,Labels,Avery 514,14.4
2659,16/08/2017,California,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2660,24/12/2016,Arizona,Furniture,Chairs,SAFCO Arco Folding Chair,883.84
2661,28/11/2018,New York,Technology,Phones,Google Nexus 5,1979.89
2662,28/11/2018,New York,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
2663,14/04/2018,Missouri,Office Supplies,Binders,Acco 3-Hole Punch,8.76
2664,01/05/2017,Tennessee,Office Supplies,Labels,Avery 499,3.984
2665,01/05/2017,Tennessee,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62
2666,01/05/2017,Tennessee,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742
2667,01/10/2017,Texas,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512
2668,01/10/2017,Texas,Office Supplies,Paper,Easy-staple paper,28.352
2669,25/08/2016,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784
2670,25/08/2016,California,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96
2671,09/09/2015,Massachusetts,Office Supplies,Paper,Xerox 1913,166.44
2672,09/09/2015,Massachusetts,Furniture,Chairs,Global Italian Leather Office Chair,785.88
2673,09/09/2015,Massachusetts,Office Supplies,Paper,Advantus Motivational Note Cards,26.2
2674,09/09/2015,Massachusetts,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
2675,03/12/2018,California,Office Supplies,Paper,Xerox 1888,166.44
2676,27/11/2018,North Carolina,Office Supplies,Art,Pencil and Crayon Sharpener,8.76
2677,27/11/2018,North Carolina,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584
2678,21/06/2015,Colorado,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
2679,21/06/2015,Colorado,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164
2680,21/01/2018,Michigan,Office Supplies,Binders,Avery Durable Binders,14.4
2681,21/01/2018,Michigan,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
2682,21/01/2018,Michigan,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52
2683,21/01/2018,Michigan,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973
2684,21/01/2018,Michigan,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
2685,29/06/2018,California,Office Supplies,Binders,Satellite Sectional Post Binders,312.552
2686,06/09/2017,North Carolina,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952
2687,06/09/2017,North Carolina,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204
2688,04/08/2017,Illinois,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98
2689,12/11/2016,California,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7
2690,30/06/2015,Illinois,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248
2691,04/12/2018,Pennsylvania,Office Supplies,Binders,Storex Dura Pro Binders,5.346
2692,28/08/2017,Colorado,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48
2693,28/08/2017,Colorado,Technology,Phones,AT&T 17929 Lendline Telephone,108.576
2694,22/01/2017,Washington,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9
2695,15/10/2015,Florida,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384
2696,07/02/2017,Ohio,Office Supplies,Paper,Xerox 1912,30.352
2697,18/03/2015,Florida,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3
2698,18/03/2015,Florida,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
2699,18/03/2015,Florida,Office Supplies,Paper,Xerox 195,21.376
2700,18/03/2015,Florida,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
2701,18/03/2015,Florida,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768
2702,18/03/2015,Florida,Office Supplies,Fasteners,Staples,18.936
2703,18/03/2015,Florida,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352
2704,24/05/2015,Maryland,Office Supplies,Paper,Xerox 1944,116.28
2705,11/07/2018,New York,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6
2706,16/06/2018,New Mexico,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68
2707,16/06/2018,New Mexico,Office Supplies,Paper,Xerox 215,19.44
2708,16/06/2018,New Mexico,Office Supplies,Paper,Xerox 1885,192.16
2709,30/01/2016,California,Furniture,Furnishings,"Computer Room Manger, 14""",227.36
2710,30/01/2016,California,Technology,Machines,Bady BDG101FRU Card Printer,1919.976
2711,11/12/2016,Florida,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828
2712,09/10/2018,Ohio,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888
2713,29/07/2018,New York,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12
2714,25/04/2015,North Carolina,Technology,Phones,AT&T CL2909,302.376
2715,01/12/2016,Washington,Office Supplies,Art,Prang Drawing Pencil Set,13.9
2716,04/12/2015,New York,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
2717,26/08/2018,Georgia,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
2718,07/09/2015,New York,Technology,Phones,AT&T EL51110 DECT,377.97
2719,21/12/2018,California,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36
2720,06/12/2015,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
2721,04/11/2015,North Carolina,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376
2722,04/11/2015,North Carolina,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24
2723,14/04/2017,Virginia,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2
2724,04/10/2015,California,Office Supplies,Labels,Avery 512,14.45
2725,04/10/2015,California,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648
2726,07/11/2018,Pennsylvania,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97
2727,07/11/2018,Pennsylvania,Furniture,Tables,Bevis Rectangular Conference Tables,350.352
2728,22/12/2018,Ohio,Office Supplies,Binders,Angle-D Ring Binders,1.641
2729,22/12/2018,Ohio,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
2730,13/02/2018,Washington,Office Supplies,Art,Newell 311,6.63
2731,13/02/2018,Washington,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
2732,13/02/2018,Washington,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53
2733,02/07/2015,New Jersey,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
2734,02/07/2015,New Jersey,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
2735,21/02/2016,New Mexico,Office Supplies,Paper,Easy-staple paper,49.12
2736,13/11/2016,Delaware,Technology,Phones,BlackBerry Q10,377.97
2737,13/11/2016,Delaware,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28
2738,13/11/2016,Delaware,Furniture,Bookcases,Bestar Classic Bookcase,299.97
2739,13/11/2016,Delaware,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
2740,16/04/2018,Alabama,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24
2741,16/04/2018,Alabama,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98
2742,25/02/2017,Ohio,Office Supplies,Envelopes,Staple envelope,46.72
2743,04/11/2015,California,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
2744,20/06/2016,California,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
2745,20/06/2016,California,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976
2746,07/08/2018,North Carolina,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992
2747,12/05/2015,Massachusetts,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056
2748,22/11/2016,Texas,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168
2749,04/12/2016,Florida,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226
2750,08/06/2015,Washington,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
2751,08/08/2015,California,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
2752,26/05/2015,California,Furniture,Chairs,Hon Olson Stacker Stools,225.296
2753,17/04/2016,California,Office Supplies,Art,Prang Drawing Pencil Set,5.56
2754,17/04/2016,California,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37
2755,17/04/2016,California,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96
2756,17/04/2016,California,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65
2757,17/04/2016,California,Office Supplies,Paper,Xerox 1903,11.96
2758,11/06/2017,New York,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97
2759,11/03/2017,Georgia,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92
2760,11/03/2017,Georgia,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32
2761,26/05/2015,Utah,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4
2762,12/10/2018,California,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99
2763,12/10/2018,California,Office Supplies,Binders,Canvas Sectional Post Binders,101.84
2764,22/06/2018,Pennsylvania,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332
2765,22/06/2018,Pennsylvania,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155
2766,22/06/2018,Pennsylvania,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
2767,15/01/2018,Pennsylvania,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384
2768,15/01/2018,Pennsylvania,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
2769,02/04/2016,Texas,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192
2770,02/04/2016,Texas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12
2771,02/04/2016,Texas,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976
2772,03/09/2017,Wisconsin,Office Supplies,Storage,Crate-A-Files,54.5
2773,10/12/2018,Florida,Furniture,Furnishings,Staple-based wall hangings,19.104
2774,22/11/2017,Michigan,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44
2775,11/11/2018,Ohio,Office Supplies,Paper,Xerox 222,10.368
2776,21/10/2017,California,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44
2777,21/12/2016,Colorado,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984
2778,17/07/2016,California,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466
2779,30/04/2018,Florida,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68
2780,30/04/2018,Florida,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376
2781,06/05/2018,New York,Office Supplies,Labels,Avery 505,59.2
2782,20/11/2018,Minnesota,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22
2783,11/11/2017,Michigan,Technology,Phones,Digium D40 VoIP phone,257.98
2784,05/11/2017,Pennsylvania,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988
2785,09/10/2017,Ohio,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976
2786,21/09/2016,California,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536
2787,21/09/2016,California,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9
2788,02/12/2015,Texas,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36
2789,02/12/2015,Texas,Office Supplies,Art,Newell 343,16.464
2790,02/12/2015,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96
2791,21/09/2015,Nebraska,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96
2792,21/09/2015,Nebraska,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27
2793,21/09/2015,Nebraska,Office Supplies,Paper,Xerox 224,6.48
2794,12/04/2015,California,Technology,Phones,Pyle PMP37LED,1075.088
2795,12/04/2015,California,Technology,Phones,AT&T 1080 Corded phone,438.368
2796,12/04/2015,California,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088
2797,12/04/2015,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499
2798,20/10/2018,Arkansas,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36
2799,20/10/2018,Arkansas,Office Supplies,Paper,Xerox 1884,39.96
2800,20/10/2018,Arkansas,Office Supplies,Binders,Binding Machine Supplies,145.85
2801,25/10/2017,Florida,Technology,Phones,Panasonic KX-TG9471B,783.96
2802,01/11/2016,Oregon,Office Supplies,Art,Lumber Crayons,7.88
2803,03/11/2018,New Mexico,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37
2804,12/05/2016,California,Office Supplies,Paper,Xerox 1962,12.84
2805,12/05/2016,California,Office Supplies,Paper,Xerox 1953,25.68
2806,07/09/2016,Texas,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516
2807,25/07/2016,Washington,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42
2808,25/07/2016,Washington,Office Supplies,Paper,Xerox 228,12.96
2809,25/07/2016,Washington,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9
2810,25/07/2016,Washington,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568
2811,16/11/2016,Wisconsin,Office Supplies,Paper,Xerox 191,179.82
2812,16/11/2016,Wisconsin,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
2813,16/11/2016,Wisconsin,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11
2814,16/11/2016,Wisconsin,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96
2815,16/11/2016,Wisconsin,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55
2816,01/09/2016,Massachusetts,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6
2817,01/09/2016,Massachusetts,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74
2818,01/09/2016,Massachusetts,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36
2819,01/09/2016,Massachusetts,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76
2820,05/05/2017,California,Office Supplies,Binders,Computer Printout Index Tabs,6.72
2821,05/05/2017,California,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776
2822,31/12/2017,California,Technology,Phones,Adtran 1202752G1,302.376
2823,18/09/2018,Texas,Office Supplies,Art,Newell 314,8.928
2824,18/09/2018,Texas,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584
2825,25/09/2015,Texas,Office Supplies,Paper,Xerox 1954,33.792
2826,25/09/2015,Texas,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328
2827,25/09/2015,Texas,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724
2828,25/09/2015,Texas,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264
2829,23/04/2017,Ohio,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336
2830,23/04/2017,Ohio,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92
2831,23/04/2017,Ohio,Office Supplies,Paper,Xerox 1942,78.304
2832,01/11/2015,Oregon,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92
2833,01/11/2015,Oregon,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976
2834,26/01/2018,Alabama,Office Supplies,Art,Newell 311,15.47
2835,26/01/2018,Alabama,Office Supplies,Binders,Avery Poly Binder Pockets,7.16
2836,11/11/2018,California,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89
2837,11/11/2018,California,Office Supplies,Paper,Xerox 201,19.44
2838,11/11/2018,California,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6
2839,09/06/2017,Florida,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
2840,03/09/2016,New York,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33
2841,14/03/2015,Virginia,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92
2842,31/08/2018,North Carolina,Office Supplies,Paper,Xerox 1945,229.544
2843,23/03/2018,Texas,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728
2844,18/05/2018,Pennsylvania,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048
2845,27/12/2017,Illinois,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488
2846,17/11/2018,Massachusetts,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94
2847,10/09/2018,Illinois,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
2848,08/04/2018,Georgia,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28
2849,08/04/2018,Georgia,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97
2850,28/11/2017,Florida,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434
2851,02/06/2017,Pennsylvania,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784
2852,17/12/2018,Indiana,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16
2853,19/03/2017,New York,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98
2854,19/03/2017,New York,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32
2855,20/08/2018,Massachusetts,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29
2856,25/07/2018,South Dakota,Office Supplies,Labels,Avery 498,20.23
2857,26/08/2017,California,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136
2858,15/08/2017,North Carolina,Furniture,Chairs,Hon Olson Stacker Stools,225.296
2859,19/05/2018,Georgia,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
2860,19/05/2018,Georgia,Technology,Phones,Nokia Lumia 925,377.97
2861,19/05/2018,Georgia,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82
2862,19/05/2018,Georgia,Office Supplies,Paper,Xerox 1945,286.93
2863,12/08/2018,Florida,Office Supplies,Paper,Xerox 2000,20.736
2864,13/08/2018,California,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44
2865,13/08/2018,California,Office Supplies,Appliances,Staple holder,83.79
2866,13/08/2018,California,Office Supplies,Art,Newell 345,59.52
2867,13/08/2018,California,Office Supplies,Supplies,Staple remover,31.92
2868,10/11/2017,Ohio,Office Supplies,Supplies,Staple remover,14.72
2869,10/11/2017,Ohio,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976
2870,12/06/2018,Florida,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088
2871,22/03/2015,Arizona,Office Supplies,Paper,Xerox 1951,74.352
2872,22/03/2015,Arizona,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352
2873,15/06/2018,California,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26
2874,16/11/2018,California,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28
2875,29/12/2018,New York,Office Supplies,Fasteners,Ideal Clamps,6.03
2876,21/01/2017,California,Furniture,Chairs,Global Super Steno Chair,153.568
2877,21/01/2017,California,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488
2878,15/01/2017,New Jersey,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34
2879,15/01/2017,New Jersey,Office Supplies,Art,American Pencil,4.66
2880,15/01/2017,New Jersey,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97
2881,19/09/2017,New Jersey,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44
2882,19/09/2017,New Jersey,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93
2883,21/02/2015,Illinois,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85
2884,11/11/2017,California,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96
2885,30/01/2017,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456
2886,18/10/2017,Arizona,Furniture,Chairs,Global Deluxe Steno Chair,307.92
2887,18/12/2018,California,Office Supplies,Art,Newell 327,6.63
2888,18/12/2018,California,Office Supplies,Paper,Xerox 1996,12.96
2889,18/12/2018,California,Office Supplies,Paper,Xerox 213,32.4
2890,02/11/2018,Washington,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85
2891,29/04/2015,Louisiana,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96
2892,29/04/2015,Louisiana,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94
2893,23/10/2018,New York,Office Supplies,Paper,Xerox 1969,11.56
2894,23/10/2018,New York,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4
2895,23/10/2018,New York,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08
2896,23/10/2018,New York,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88
2897,30/03/2015,New York,Office Supplies,Art,Peel-Off China Markers,49.65
2898,04/01/2017,North Carolina,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968
2899,26/04/2016,Texas,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422
2900,12/09/2016,New York,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984
2901,12/09/2016,New York,Office Supplies,Labels,Avery 520,12.6
2902,11/09/2018,Georgia,Office Supplies,Paper,Xerox 1935,184.66
2903,12/06/2017,Illinois,Office Supplies,Paper,Xerox 1978,23.12
2904,27/06/2017,Illinois,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464
